name,game,description
Inferno Overdrive,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The user breathes a stream of intense fire toward the target with the full force of its Z-Power. The power varies depending on the original move.
Inferno Overdrive,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Inferno Overdrive,"['Scarlet', 'Violet']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Infestation,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The target is infested and attacked for four to five turns. The target can’t flee during this time.
Infestation,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The target is infested and attacked for four to five turns. The target can’t flee during this time.
Infestation,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The target is infested and attacked for four to five turns. The target can’t flee during this time.
Infestation,"['Scarlet', 'Violet']",The target is infested and attacked for four to five turns. The target can’t flee during this time.
Ingrain,"['Ruby', 'Sapphire', 'Emerald']",Lays roots that restore HP. The user can’t switch out.
Ingrain,"['FireRed', 'LeafGreen']",The user lays roots that restore HP on every turn. It can’t switch out.
Ingrain,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']","The user lays roots that restore HP on every turn. Because it is rooted, it can’t switch out."
Ingrain,"['Black', 'White', 'Black 2', 'White 2']","The user lays roots that restore its HP on every turn. Because it is rooted, it can’t switch out."
Ingrain,"['X', 'Y', 'O.Ruby', 'A.Sapphire']","The user lays roots that restore its HP on every turn. Because it is rooted, it can’t switch out."
Ingrain,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","The user lays roots that restore its HP on every turn. Because it’s rooted, it can’t switch out."
Ingrain,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","The user lays roots that restore its HP on every turn. Because it’s rooted, it can’t switch out."
Ingrain,"['Scarlet', 'Violet']","The user lays roots that restore its own HP every turn. Because the user is now rooted, it can’t switch out."
Instruct,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The user instructs the target to use the target’s last move again.
Instruct,"['Sword', 'Shield']",The user instructs the target to use the target’s last move again.
Instruct,"['B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Instruct,"['Scarlet', 'Violet']",The user instructs the target to reuse the move last used by the target.
Ion Deluge,"['X', 'Y', 'O.Ruby', 'A.Sapphire']","The user disperses electrically charged particles, which changes Normal-type moves to Electric-type moves."
Ion Deluge,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","The user disperses electrically charged particles, which changes Normal-type moves to Electric-type moves."
Ion Deluge,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Ion Deluge,"['Scarlet', 'Violet']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Iron Defense,"['Ruby', 'Sapphire', 'Emerald']",Hardens the body’s surface to sharply raise DEFENSE.
Iron Defense,"['FireRed', 'LeafGreen']",The user hardens its body’s surface to sharply raise its DEFENSE stat.
Iron Defense,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']","The user hardens its body’s surface like iron, sharply raising its Defense stat."
Iron Defense,"['Black', 'White', 'Black 2', 'White 2']","The user hardens its body’s surface like iron, sharply raising its Defense stat."
Iron Defense,"['X', 'Y', 'O.Ruby', 'A.Sapphire']","The user hardens its body’s surface like iron, sharply raising its Defense stat."
Iron Defense,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","The user hardens its body’s surface like iron, sharply raising its Defense stat."
Iron Defense,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","The user hardens its body’s surface like iron, sharply raising its Defense stat."
Iron Defense,"['Scarlet', 'Violet']","The user hardens its body’s surface like iron, sharply boosting its Defense stat."
Iron Head,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The foe slams the target with its steel-hard head. It may also make the target flinch.
Iron Head,"['Black', 'White', 'Black 2', 'White 2']",The user slams the target with its steel-hard head. It may also make the target flinch.
Iron Head,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user slams the target with its steel-hard head. This may also make the target flinch.
Iron Head,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The user slams the target with its steel-hard head. This may also make the target flinch.
Iron Head,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The user slams the target with its steel-hard head. This may also make the target flinch.
Iron Head,"['Scarlet', 'Violet']",The user slams the target with its steel-hard head. This may also make the target flinch.
Iron Tail,"['Gold', 'Silver', 'Crystal']",An attack that may reduce DEFENSE.
Iron Tail,"['Ruby', 'Sapphire', 'Emerald']",Attacks with a rock-hard tail. May lower DEFENSE.
Iron Tail,"['FireRed', 'LeafGreen']",An attack with a steel-hard tail. It may lower the foe’s DEFENSE stat.
Iron Tail,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The foe is slammed with a steel-hard tail. It may also lower the target’s Defense stat.
Iron Tail,"['Black', 'White', 'Black 2', 'White 2']",The target is slammed with a steel-hard tail. It may also lower the target’s Defense stat.
Iron Tail,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The target is slammed with a steel-hard tail. This may also lower the target’s Defense stat.
Iron Tail,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'L.G. Pikachu', 'L.G. Eevee']",The target is slammed with a steel-hard tail. This may also lower the target’s Defense stat.
Iron Tail,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The target is slammed with a steel-hard tail. This may also lower the target’s Defense stat.
Iron Tail,"['Scarlet', 'Violet']",The target is slammed with a steel-hard tail. This may also lower the target’s Defense stat.
Jaw Lock,"['Sword', 'Shield']",This move prevents the user and the target from switching out until either of them faints. The effect goes away if either of the Pokémon leaves the field.
Jaw Lock,"['B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Jaw Lock,"['Scarlet', 'Violet']",This move prevents the user and the target from switching out until either of them faints. The effect goes away if either of the Pokémon leaves the field.
Jet Punch,"['Scarlet', 'Violet']",The user summons a torrent around its fist and punches at blinding speed. This move always goes first.
Judgment,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The user releases countless shots of light. Its type varies with the kind of Plate the user is holding.
Judgment,"['Black', 'White', 'Black 2', 'White 2']",The user releases countless shots of light at the target. Its type varies with the kind of Plate the user is holding.
Judgment,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user releases countless shots of light at the target. This move’s type varies depending on the kind of Plate the user is holding.
Judgment,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The user releases countless shots of light at the target. This move’s type varies depending on the kind of Plate the user is holding.
Judgment,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The user releases countless shots of light at the target. This move’s type varies depending on the kind of Plate the user is holding.
Judgment,"['Scarlet', 'Violet']",The user releases countless shots of light at the target. This move’s type changes depending on the kind of plate held by the user.
Jump Kick,"['Gold', 'Silver', 'Crystal']","May miss, damaging the user."
Jump Kick,"['Ruby', 'Sapphire', 'Emerald']",A strong jumping kick. May miss and hurt the kicker.
Jump Kick,"['FireRed', 'LeafGreen']","The user jumps up high, then kicks. If it misses, the user hurts itself."
Jump Kick,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']","The user jumps up high, then strikes with a kick. If the kick misses, the user hurts itself."
Jump Kick,"['Black', 'White', 'Black 2', 'White 2']","The user jumps up high, then strikes with a kick. If the kick misses, the user hurts itself."
Jump Kick,"['X', 'Y', 'O.Ruby', 'A.Sapphire']","The user jumps up high, then strikes with a kick. If the kick misses, the user hurts itself."
Jump Kick,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'L.G. Pikachu', 'L.G. Eevee']","The user jumps up high, then strikes with a kick. If the kick misses, the user hurts itself."
Jump Kick,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Jump Kick,"['Scarlet', 'Violet']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Jungle Healing,"['B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Jungle Healing,"['Scarlet', 'Violet']","The user becomes one with the jungle, restoring HP and curing status conditions for itself and its ally Pokémon currently in the battle."
Karate Chop,"['Gold', 'Silver', 'Crystal']",Has a high critical hit ratio.
Karate Chop,"['Ruby', 'Sapphire', 'Emerald']",A chopping attack with a high critical-hit ratio.
Karate Chop,"['FireRed', 'LeafGreen']",The foe is attacked with a sharp chop. It has a high critical-hit ratio.
Karate Chop,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The foe is attacked with a sharp chop. It has a high critical-hit ratio. 
Karate Chop,"['Black', 'White', 'Black 2', 'White 2']",The target is attacked with a sharp chop. Critical hits land more easily.
Karate Chop,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The target is attacked with a sharp chop. Critical hits land more easily.
Karate Chop,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'L.G. Pikachu', 'L.G. Eevee']",The target is attacked with a sharp chop. Critical hits land more easily.
Karate Chop,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Karate Chop,"['Scarlet', 'Violet']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Kinesis,"['Gold', 'Silver', 'Crystal']",Reduces the foe’s accuracy.
Kinesis,"['Ruby', 'Sapphire', 'Emerald']",Distracts the foe. May lower accuracy.
Kinesis,"['FireRed', 'LeafGreen']",The user distracts the foe by bending a spoon. It may lower accuracy.
Kinesis,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The user distracts the foe by bending a spoon. It may lower the target’s accuracy.
Kinesis,"['Black', 'White', 'Black 2', 'White 2']",The user distracts the target by bending a spoon. It lowers the target’s accuracy.
Kinesis,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user distracts the target by bending a spoon. This lowers the target’s accuracy.
Kinesis,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'L.G. Pikachu', 'L.G. Eevee']",The user distracts the target by bending a spoon. This lowers the target’s accuracy.
Kinesis,"['Sword', 'Shield']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Kinesis,"['B.Diamond', 'S.Pearl']",The user distracts the target by bending a spoon. This lowers the target’s accuracy.
Kinesis,"['Scarlet', 'Violet']",The user distracts the target by bending a spoon. This lowers the target’s accuracy.
King's Shield,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user takes a defensive stance while it protects itself from damage. It also harshly lowers the Attack stat of any attacker who makes direct contact.
King's Shield,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The user takes a defensive stance while it protects itself from damage. It also harshly lowers the Attack stat of any attacker who makes direct contact.
King's Shield,"['Sword', 'Shield']",The user takes a defensive stance while it protects itself from damage. It also lowers the Attack stat of any attacker that makes direct contact.
King's Shield,"['B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
King's Shield,"['Scarlet', 'Violet']",The user takes a defensive stance while it protects itself from damage. This also lowers the Attack stat of any attacker that makes direct contact.
Knock Off,"['Ruby', 'Sapphire', 'Emerald']",Knocks down the foe’s held item to prevent its use.
Knock Off,"['FireRed', 'LeafGreen']",Knocks down the foe’s held item to prevent its use during the battle.
Knock Off,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']","The user slaps down the foe’s held item, preventing the item from being used during the battle."
Knock Off,"['Black', 'White', 'Black 2', 'White 2']","The user slaps down the target’s held item, preventing that item from being used in the battle."
Knock Off,"['X', 'Y', 'O.Ruby', 'A.Sapphire']","The user slaps down the target’s held item, and that item can’t be used in that battle. The move does more damage if the target has a held item."
Knock Off,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","The user slaps down the target’s held item, and that item can’t be used in that battle. The move does more damage if the target has a held item."
